./../Matrices/small/494_bus.mtx,30
./../Matrices/small/adjnoun.mtx,104
./../Matrices/small/arc130.mtx,129
./../Matrices/small/ash292.mtx,33
./../Matrices/small/bcspwr03.mtx,27
./../Matrices/small/bcspwr04.mtx,46
./../Matrices/small/bcspwr05.mtx,27
./../Matrices/small/bcsstk03.mtx,9
./../Matrices/small/bcsstk04.mtx,125
./../Matrices/small/bcsstk05.mtx,59
./../Matrices/small/bcsstk06.mtx,75
./../Matrices/small/bcsstk20.mtx,19
./../Matrices/small/bcsstk22.mtx,19
./../Matrices/small/bcsstm07.mtx,73
./../Matrices/small/bfwa398.mtx,90
./../Matrices/small/bfwb398.mtx,54
./../Matrices/small/bwm200.mtx,7
./../Matrices/small/cage7.mtx,85
./../Matrices/small/cage_G_01.mtx,9
./../Matrices/small/cage_G_02.mtx,9
./../Matrices/small/cage_G_03.mtx,9
./../Matrices/small/cage_G_04.mtx,9
./../Matrices/small/cage_G_05.mtx,9
./../Matrices/small/cage_G_06.mtx,9
./../Matrices/small/cage_G_07.mtx,9
./../Matrices/small/cage_G_08.mtx,9
./../Matrices/small/cage_G_09.mtx,9
./../Matrices/small/cage_G_10.mtx,9
./../Matrices/small/cage_G_11.mtx,9
./../Matrices/small/cage_G_12.mtx,9
./../Matrices/small/cage_G_13.mtx,9
./../Matrices/small/cage_G_14.mtx,9
./../Matrices/small/cage_G_15.mtx,9
./../Matrices/small/cage_G_16.mtx,9
./../Matrices/small/cage_G_17.mtx,9
./../Matrices/small/cage_G_18.mtx,9
./../Matrices/small/cage_G_19.mtx,9
./../Matrices/small/cage_G_20.mtx,9
./../Matrices/small/cage_G_21.mtx,9
./../Matrices/small/cage_G_22.mtx,9
./../Matrices/small/cage_G_23.mtx,9
./../Matrices/small/cage_G_24.mtx,9
./../Matrices/small/cage_G_25.mtx,9
./../Matrices/small/cage_G_27.mtx,9
./../Matrices/small/cage_G_28.mtx,9
./../Matrices/small/cage_G_29.mtx,9
./../Matrices/small/cage_G_30.mtx,9
./../Matrices/small/cage_G_31.mtx,16
./../Matrices/small/cage_G_32.mtx,16
./../Matrices/small/cage_G_33.mtx,16
./../Matrices/small/cage_G_34.mtx,16
./../Matrices/small/cage_G_35.mtx,25
./../Matrices/small/cage_G_36.mtx,25
./../Matrices/small/cage_G_37.mtx,36
./../Matrices/small/cage_G_38.mtx,49
./../Matrices/small/cage_G_39.mtx,64
./../Matrices/small/cage_G_40.mtx,64
./../Matrices/small/cage_G_42.mtx,81
./../Matrices/small/cage_G_43.mtx,100
./../Matrices/small/cage_G_44.mtx,144
./../Matrices/small/cage_G_45.mtx,196
./../Matrices/small/can_144.mtx,26
./../Matrices/small/can_161.mtx,32
./../Matrices/small/can_187.mtx,25
./../Matrices/small/can_229.mtx,48
./../Matrices/small/can_256.mtx,208
./../Matrices/small/can_292.mtx,76
./../Matrices/small/can_445.mtx,60
./../Matrices/small/cavity02.mtx,209
./../Matrices/small/cavity03.mtx,209
./../Matrices/small/celegansneural.mtx,268
./../Matrices/small/celegans_metabolic.mtx,430
./../Matrices/small/Chebyshev1.mtx,260
./../Matrices/small/ck104.mtx,17
./../Matrices/small/ck400.mtx,17
./../Matrices/small/cz148.mtx,58
./../Matrices/small/cz308.mtx,60
./../Matrices/small/dwt_162.mtx,24
./../Matrices/small/dwt_193.mtx,120
./../Matrices/small/dwt_198.mtx,29
./../Matrices/small/dwt_209.mtx,59
./../Matrices/small/dwt_221.mtx,32
./../Matrices/small/dwt_234.mtx,20
./../Matrices/small/dwt_245.mtx,46
./../Matrices/small/dwt_307.mtx,27
./../Matrices/small/dwt_310.mtx,28
./../Matrices/small/dwt_346.mtx,71
./../Matrices/small/dwt_361.mtx,24
./../Matrices/small/dwt_419.mtx,40
./../Matrices/small/dwt_492.mtx,30
./../Matrices/small/Erdos971.mtx,213
./../Matrices/small/Erdos981.mtx,224
./../Matrices/small/Erdos991.mtx,226
./../Matrices/small/ex1.mtx,159
./../Matrices/small/ex2.mtx,314
./../Matrices/small/football.mtx,71
./../Matrices/small/fs_183_6.mtx,180
./../Matrices/small/GD00_a.mtx,51
./../Matrices/small/GD01_a.mtx,82
./../Matrices/small/GD06_theory.mtx,100
./../Matrices/small/GD96_d.mtx,94
./../Matrices/small/GD97_c.mtx,215
./../Matrices/small/GD98_c.mtx,9
./../Matrices/small/GD99_c.mtx,16
./../Matrices/small/gent113.mtx,79
./../Matrices/small/gre_115.mtx,42
./../Matrices/small/gre_185.mtx,32
./../Matrices/small/gre_216b.mtx,34
./../Matrices/small/gre_343.mtx,34
./../Matrices/small/grid1.mtx,12
./../Matrices/small/grid1_dual.mtx,12
./../Matrices/small/hangGlider_1.mtx,359
./../Matrices/small/Harvard500.mtx,403
./../Matrices/small/hor_131.mtx,102
./../Matrices/small/impcol_a.mtx,51
./../Matrices/small/impcol_c.mtx,57
./../Matrices/small/impcol_d.mtx,69
./../Matrices/small/impcol_e.mtx,134
./../Matrices/small/jazz.mtx,189
./../Matrices/small/lnsp_131.mtx,42
./../Matrices/small/lns_131.mtx,42
./../Matrices/small/lop163.mtx,30
./../Matrices/small/lshp_265.mtx,18
./../Matrices/small/lshp_406.mtx,18
./../Matrices/small/lund_a.mtx,56
./../Matrices/small/mcca.mtx,117
./../Matrices/small/mesh2em5.mtx,31
./../Matrices/small/mesh3em5.mtx,20
./../Matrices/small/mhda416.mtx,74
./../Matrices/small/mhdb416.mtx,17
./../Matrices/small/n3c6-b1.mtx,104
./../Matrices/small/nnc261.mtx,38
./../Matrices/small/nos1.mtx,9
./../Matrices/small/nos4.mtx,24
./../Matrices/small/nos5.mtx,125
./../Matrices/small/odepa400.mtx,6
./../Matrices/small/olm100.mtx,9
./../Matrices/small/olm500.mtx,9
./../Matrices/small/orbitRaising_1.mtx,64
./../Matrices/small/oscil_dcop_19.mtx,35
./../Matrices/small/oscil_trans_01.mtx,35
./../Matrices/small/pde225.mtx,12
./../Matrices/small/pivtol.mtx,5
./../Matrices/small/plat362.mtx,60
./../Matrices/small/plskz362.mtx,18
./../Matrices/small/poisson2D.mtx,24
./../Matrices/small/polbooks.mtx,63
./../Matrices/small/problem1.mtx,24
./../Matrices/small/qc324.mtx,243
./../Matrices/small/rajat05.mtx,95
./../Matrices/small/rajat11.mtx,57
./../Matrices/small/rajat14.mtx,179
./../Matrices/small/rdb200.mtx,17
./../Matrices/small/rdb450.mtx,17
./../Matrices/small/robot.mtx,65
./../Matrices/small/rotor1.mtx,90
./../Matrices/small/rw136.mtx,20
./../Matrices/small/rw496.mtx,20
./../Matrices/small/saylr1.mtx,12
./../Matrices/small/SmallW.mtx,232
./../Matrices/small/spaceStation_2.mtx,277
./../Matrices/small/spaceStation_3.mtx,181
./../Matrices/small/sphere3.mtx,18
./../Matrices/small/steam1.mtx,71
./../Matrices/small/str_0.mtx,214
./../Matrices/small/str_200.mtx,258
./../Matrices/small/str_400.mtx,259
./../Matrices/small/str_600.mtx,281
./../Matrices/small/tols340.mtx,89
./../Matrices/small/Trefethen_150.mtx,72
./../Matrices/small/Trefethen_200.mtx,81
./../Matrices/small/Trefethen_200b.mtx,81
./../Matrices/small/Trefethen_300.mtx,98
./../Matrices/small/Trefethen_500.mtx,115
./../Matrices/small/tub100.mtx,7
./../Matrices/small/tumorAntiAngiogenesis_1.mtx,204
./../Matrices/small/tumorAntiAngiogenesis_2.mtx,304
./../Matrices/small/tumorAntiAngiogenesis_3.mtx,409
./../Matrices/small/tumorAntiAngiogenesis_4.mtx,454
./../Matrices/small/tumorAntiAngiogenesis_5.mtx,459
./../Matrices/small/tumorAntiAngiogenesis_6.mtx,464
